path;name;flags;monitored
/etc/pki/pki-tomcat/alias;Server-Cert cert-pki-ca;u,u,u;True
/etc/pki/pki-tomcat/alias;caSigningCert cert-pki-ca;CTu,Cu,Cu;True
/etc/pki/pki-tomcat/alias;auditSigningCert cert-pki-ca;u,u,Pu;True
/etc/pki/pki-tomcat/alias;ocspSigningCert cert-pki-ca;u,u,u;True
/etc/pki/pki-tomcat/alias;subsystemCert cert-pki-ca;u,u,u;True
